date,regime,regime_age_true,price,log_return
2013-05-03,sideways,89,94.28250275663046,7.341253656858869e-07
2013-05-06,sideways,90,94.24839173043652,-0.00036186139846169164
2013-05-07,sideways,91,94.57068602699282,0.0034137928580635366
2013-05-08,sideways,92,94.8251071192564,0.002686662053835894
2013-05-09,sideways,93,94.9672713614165,0.0014981030311813765
2013-05-10,sideways,94,95.47478626904666,0.005329874245033765
2013-05-13,sideways,95,95.2004890605617,-0.0028771155276992744
2013-05-14,sideways,96,95.00883095761642,-0.002015234246039503
2013-05-15,sideways,97,95.07152673943715,0.0006596766215504746
2013-05-16,sideways,98,94.93030272377906,-0.0014865545459641625
2013-05-17,sideways,99,94.42871449517838,-0.005297760931688035
2013-05-20,sideways,100,96.51056107252242,0.02180723764997103
2013-05-21,sideways,101,96.29527872638735,-0.0022331526454472408
2013-05-22,sideways,102,96.14981600075023,-0.0015117325130677465
2013-05-23,bull,1,96.94599437984141,0.008246506120634496
2013-05-24,bull,2,96.58943251482896,-0.003684723506792562
2013-05-27,bull,3,97.32193581405161,0.007555067964794449
2013-05-28,bull,4,97.74351269331942,0.004322421411531912
2013-05-29,bull,5,96.50197215321793,-0.012783385397359001
2013-05-30,bull,6,96.29248528236937,-0.0021731636487819614
2013-05-31,bull,7,95.52525951967021,-0.007999571206706642
2013-06-03,bull,8,94.35163243450066,-0.012362136534153178
2013-06-04,bull,9,94.04735928856186,-0.003230095954434221
2013-06-05,bull,10,92.49436384214592,-0.016650766387222862
2013-06-06,bull,11,92.74972675055848,0.002757044171858233
2013-06-07,bull,12,92.42809114278965,-0.0034738062567975765
2013-06-10,bull,13,93.49621449999589,0.011489999703191131
2013-06-11,bull,14,93.2081257657371,-0.003086044625285785
2013-06-12,bull,15,93.43144179239246,0.0023930202598109805
2013-06-13,bull,16,92.78350076406254,-0.0069590939841875105
2013-06-14,bull,17,93.05750061616445,0.002948757794098915
2013-06-17,bull,18,93.05061848298311,-7.39584411230908e-05
2013-06-18,bull,19,92.51277016650107,-0.0057969390036763085
2013-06-19,bull,20,92.57422552652501,0.000664070018017858
2013-06-20,bull,21,93.17477324419491,0.0064662508457252205
2013-06-21,bull,22,92.83737099158219,-0.003627748328286117
2013-06-24,bull,23,92.55253098235262,-0.0030728775443754487
2013-06-25,bull,24,90.59486193455817,-0.02137888593301376
2013-06-26,bull,25,90.13122573784374,-0.0051308277604229435
2013-06-27,bull,26,90.38909362574053,0.0028569422456327822
2013-06-28,bull,27,90.88555856063172,0.00547750245487115
2013-07-01,bull,28,91.47479716507956,0.006462376680122159
2013-07-02,bull,29,90.9603269657291,-0.005640049476025085
2013-07-03,bull,30,91.73255301600668,0.008453866942834842
2013-07-04,bull,31,91.57644159466237,-0.0017032602182675475
2013-07-05,bull,32,89.10745248897042,-0.02733107793992699
2013-07-08,bull,33,86.96517649447107,-0.0243352044838995
2013-07-09,bull,34,86.8244420845127,-0.001619595484153182
2013-07-10,bull,35,87.86484663045599,0.011911627269336176
2013-07-11,bull,36,87.86954949801519,5.352244823920668e-05
2013-07-12,bull,37,87.16461524530773,-0.008054862490750547
2013-07-15,bull,38,86.48833132750737,-0.007788953198875461
2013-07-16,bull,39,88.74382159668343,0.02574430322981882
2013-07-17,bull,40,88.13990682391962,-0.006828407844218087
2013-07-18,bull,41,87.18941362675734,-0.010842482093921581
2013-07-19,bull,42,86.65616525361962,-0.006134755326895147
2013-07-22,bull,43,87.03846935756404,0.004402032591898378
2013-07-23,bull,44,87.26801622149722,0.002633831964073671
2013-07-24,bull,45,86.54831114536825,-0.008281261031097466
2013-07-25,bull,46,87.31200711820807,0.008785223589932972
2013-07-26,bull,47,87.51097469916225,0.0022762186617902034
2013-07-29,bull,48,87.61142839757522,0.0011472399607860234
2013-07-30,bull,49,87.11266102711707,-0.005709215333528002
2013-07-31,bull,50,87.47705960007114,0.0041743477312112635
2013-08-01,bull,51,85.2219464356867,-0.026117595051564045
2013-08-02,bull,52,85.1526322993487,-0.0008136676337137169
2013-08-05,bull,53,84.59714475525327,-0.006544804200237775
2013-08-06,bull,54,84.45982394749437,-0.0016245510494320753
2013-08-07,bull,55,84.33811607343435,-0.0014420542707583822
2013-08-08,bull,56,84.39095786449273,0.0006263507711229897
2013-08-09,bull,57,85.42373414677374,0.012163718036499883
2013-08-12,bull,58,85.43217490257216,9.880554734386347e-05
2013-08-13,bull,59,85.90654035807678,0.005537180161535596
2013-08-14,bull,60,86.31370793024954,0.00472846061774785
2013-08-15,bull,61,86.65724941221096,0.0039722498962985525
2013-08-16,bull,62,86.54248961256802,-0.0013251730872471403
2013-08-19,bull,63,86.00229412784373,-0.006261530924970342
2013-08-20,bull,64,86.79746707860836,0.00920346831563205
2013-08-21,bull,65,86.28771318747576,-0.005890225427314633
2013-08-22,bull,66,85.99426733107445,-0.0034065796004821075
2013-08-23,bull,67,85.84025388739963,-0.001792579090908789
2013-08-26,bull,68,86.39817137520676,0.00647845494742687
2013-08-27,bull,69,86.0757195560019,-0.0037391421177082667
2013-08-28,bull,70,85.15937816229393,-0.010702830823688668
2013-08-29,bull,71,85.1208693501476,-0.000452299234531222
2013-08-30,bull,72,86.16444923887454,0.012185432006278897
2013-09-02,bull,73,87.50167153289152,0.015400225636574416
2013-09-03,bull,74,87.27233535431856,-0.00262437549248888
2013-09-04,bull,75,87.88953671515984,0.007047240451556371
2013-09-05,bull,76,85.62214286923417,-0.026136833298100775
2013-09-06,bull,77,85.13256094631916,-0.005734345860347717
2013-09-09,bull,78,84.99411293380695,-0.001627587725281156
2013-09-10,bull,79,84.47587001647335,-0.0061160628421598326
2013-09-11,bull,80,84.75350693171829,0.0032811934824036374
2013-09-12,bull,81,86.296888882501,0.018046422280875146
2013-09-13,bull,82,85.54528551695552,-0.008747656516612086
2013-09-16,bull,83,84.95056325236389,-0.00697641239940169
2013-09-17,bull,84,85.04968850197297,0.0011661778123277637
2013-09-18,bull,85,85.65583251275972,0.007101663199696639
2013-09-19,bull,86,86.07542249856749,0.004886598199300885
2013-09-20,bull,87,86.08241419383295,8.122424635006043e-05
2013-09-23,bull,88,86.38222126986557,0.003476740344189782
2013-09-24,bull,89,87.42001988588677,0.011942434613938825
2013-09-25,bull,90,84.74997991010233,-0.03101880769880586
2013-09-26,bull,91,84.19888578609476,-0.006523820995109331
2013-09-27,bull,92,83.12629213097861,-0.012820644928451828
2013-09-30,bull,93,85.00909457508101,0.02239720247968235
2013-10-01,bull,94,87.70318566705632,0.031199977546555666
2013-10-02,bull,95,87.38327669201415,-0.0036543011576664125
2013-10-03,bull,96,87.81668350293135,0.004947577551172445
2013-10-04,bull,97,87.58120171180065,-0.0026851171247002444
2013-10-07,bull,98,87.24433803446485,-0.003853717194012854
2013-10-08,bull,99,87.9687518104953,0.008268992966121705
2013-10-09,bull,100,87.3235650293446,-0.007361300326995132
2013-10-10,bull,101,87.81620184974349,0.005625656907336771
2013-10-11,bull,102,88.3520306678248,0.006083167921730016
2013-10-14,bull,103,89.66370472939626,0.014736874773218661
2013-10-15,bull,104,89.96972131229118,0.0034071262311379485
2013-10-16,bull,105,89.56215537629355,-0.004540326137778608
2013-10-17,bull,106,87.11184576584178,-0.02773998120875715
2013-10-18,bull,107,89.32662616816694,0.02510673230192521
2013-10-21,bull,108,89.12528234095764,-0.002256562166575052
2013-10-22,bull,109,88.49478015575981,-0.007099477666856072
2013-10-23,bull,110,87.6691133543546,-0.009373916878329744
2013-10-24,bull,111,87.86324530355671,0.002211922973488109
2013-10-25,bull,112,88.87026626136335,0.011396048744171806
2013-10-28,bull,113,88.75275677009252,-0.0013231337515691444
2013-10-29,bull,114,90.72367345515501,0.021963841318867767
2013-10-30,bull,115,91.11388696311317,0.0042918977360970065
2013-10-31,bull,116,92.20550250707701,0.011909579775606546
2013-11-01,bull,117,92.24184735082883,0.0003940945126098467
2013-11-04,bull,118,92.16699022446447,-0.0008118605535425248
2013-11-05,bull,119,92.67024479190647,0.0054453942784008095
2013-11-06,bull,120,93.28105221864274,0.006569565616201775
2013-11-07,bull,121,92.55184226614685,-0.007848058303203332
2013-11-08,bull,122,94.22321963595077,0.01789769970619811
2013-11-11,bull,123,94.17830793950841,-0.00047676574464178896
2013-11-12,bull,124,95.42728733339845,0.013174689889731705
2013-11-13,bull,125,95.02073707493615,-0.004269415524491706
2013-11-14,bull,126,95.48224397605604,0.004845150468668517
2013-11-15,bull,127,95.23543514154112,-0.0025882128330701774
2013-11-18,bull,128,97.51847846562896,0.023689792356275392
2013-11-19,bull,129,95.65300919151258,-0.019314726935186113
2013-11-20,bull,130,94.93203008217638,-0.007565993127334275
2013-11-21,bull,131,94.70086073675094,-0.0024380734685519457
2013-11-22,bull,132,95.9685044357536,0.013296969604015274
2013-11-25,bull,133,96.50940704679411,0.0056204271000614234
2013-11-26,bull,134,96.55854137560657,0.0005089848447107554
2013-11-27,bull,135,96.60604045190905,0.0004917990328295587
2013-11-28,bull,136,95.65663550697397,-0.00987620355557406
2013-11-29,bull,137,94.87626102742642,-0.008191539176870691
2013-12-02,bull,138,91.63998983915008,-0.03470578038174069
2013-12-03,bull,139,92.7163951074506,0.011677572226717805
2013-12-04,bull,140,91.41741464124483,-0.014109326443040113
2013-12-05,bull,141,91.5094951540898,0.001006746582285326
2013-12-06,bull,142,91.76565262745548,0.0027953341548513067
2013-12-09,bull,143,93.05265212890987,0.013927411645269052
2013-12-10,bull,144,93.65298765482777,0.006430845855080772
2013-12-11,bull,145,92.31696446484435,-0.014368409089459513
2013-12-12,bull,146,93.5502636630868,0.01327094949591072
2013-12-13,bull,147,92.91604914248227,-0.006802483051069831
2013-12-16,bull,148,92.41647956089015,-0.005391075112731605
2013-12-17,bull,149,93.01055823966391,0.006407703196814794
2013-12-18,bull,150,93.86072861214555,0.009099056922702362
2013-12-19,bull,151,94.36330401522504,0.005340195833880695
2013-12-20,bull,152,94.50036777671679,0.0014514573846233642
2013-12-23,bull,153,95.36661146257579,0.009124806217063288
2013-12-24,bull,154,95.55973498107032,0.0020230166025436455
2013-12-25,bull,155,95.86463355591906,0.003185580132973753
2013-12-26,bull,156,96.00362091824721,0.0014487793931291446
2013-12-27,bull,157,96.02306718267492,0.00020253710238407868
2013-12-30,bull,158,96.08912645797155,0.0006877156170916226
2013-12-31,bull,159,95.899612341373,-0.0019742218146454656
2014-01-01,bull,160,94.98071253938042,-0.009628094473039087
2014-01-02,bull,161,95.71357240486748,0.007686265728735497
2014-01-03,bull,162,96.34745750345472,0.006600895564452205
2014-01-06,bull,163,96.44821871212972,0.0010452642904340112
2014-01-07,bull,164,96.75095348661829,0.0031339163498192127
2014-01-08,bull,165,97.74085125195448,0.010179414134782452
2014-01-09,bull,166,97.55818825987978,-0.001870598501609313
2014-01-10,bull,167,97.18593155195028,-0.003823038782235345
2014-01-13,bull,168,96.78654425131445,-0.004117984919003638
2014-01-14,bull,169,97.02456117880566,0.002456175528455634
2014-01-15,bull,170,96.82842097452138,-0.002023598182886387
2014-01-16,bull,171,97.29292972300892,0.00478576553679554
2014-01-17,bull,172,95.86939183441547,-0.01473955841421903
2014-01-20,bull,173,95.86174610404015,-7.9754707154935e-05
2014-01-21,bull,174,96.1201428921559,0.002691888755768541
2014-01-22,bull,175,95.77636367803485,-0.0035829686328558525
2014-01-23,bull,176,95.66308948831315,-0.0011833945518281864
2014-01-24,bull,177,95.5644004711343,-0.0010321635865366049
2014-01-27,bull,178,97.07335401856804,0.015666549005722764
2014-01-28,bull,179,97.26265950533721,0.0019482291852524493
2014-01-29,bull,180,96.896657767537,-0.0037701221498356455
2014-01-30,bull,181,96.656868727045,-0.0024777555595322043
2014-01-31,bull,182,96.93825167025068,0.0029069239015274465
2014-02-03,bull,183,97.49788654664665,0.0057565062434318665
2014-02-04,bull,184,97.51032134654993,0.00012753104143122277
2014-02-05,bull,185,98.73753465694222,0.012506932125637759
2014-02-06,bull,186,98.30950125926007,-0.0043444862688436295
2014-02-07,bull,187,97.71382110182843,-0.006077664472356034
2014-02-10,bull,188,94.13408952702947,-0.03732276361222072
2014-02-11,bull,189,94.0113160292332,-0.0013050918236308991
2014-02-12,bull,190,94.19971923001677,0.0020020426905730405
2014-02-13,bull,191,92.85842768447766,-0.014341150664093307
2014-02-14,bull,192,94.0438719428277,0.012685345844124358
2014-02-17,bull,193,92.29236381883328,-0.01879999028884796
2014-02-18,bull,194,92.03854508977814,-0.002753948222533574
2014-02-19,bull,195,93.13124915019306,0.011802321743347412
2014-02-20,bull,196,93.89469135329954,0.008164070090614735
2014-02-21,bull,197,94.03544028877063,0.0014978860553906007
2014-02-24,bull,198,93.81800383506618,-0.002314959428322016
2014-02-25,bull,199,92.90512508027649,-0.009777964126186187
2014-02-26,bull,200,92.45126386049527,-0.004897183522310715
2014-02-27,bull,201,92.15361746257229,-0.003224688900051222
2014-02-28,bull,202,93.14346557894291,0.010684005553331648
2014-03-03,bull,203,91.58210283915147,-0.016905076401153855
2014-03-04,bull,204,91.74904699072016,0.001821231120495665
2014-03-05,bull,205,93.34161103551058,0.017208900376018278
2014-03-06,bull,206,93.22184305788697,-0.0012839384289782584
2014-03-07,bull,207,93.52299611488645,0.0032252920015967755
2014-03-10,bull,208,93.77910627860227,0.0027347298301329784
2014-03-11,bull,209,93.7840435419783,5.264641142899596e-05
2014-03-12,bull,210,93.96599113311542,0.0019381903008475324
2014-03-13,bull,211,94.88001672789595,0.009680191205560304
2014-03-14,bull,212,95.16646591464475,0.0030145193921742334
2014-03-17,bull,213,94.03210061997572,-0.011991411016671739
2014-03-18,bull,214,93.88411914752974,-0.0015749731792026132
2014-03-19,bull,215,94.14041365482619,0.0027261832507694678
2014-03-20,bull,216,93.3846166182318,-0.008060802634319214
2014-03-21,bull,217,92.28742227813414,-0.011818765154142982
2014-03-24,bull,218,93.04743682723966,0.008201574307387622
2014-03-25,bull,219,93.02692025461339,-0.00022052015152625268
2014-03-26,bull,220,91.93077492879816,-0.011853068976650111
2014-03-27,bull,221,91.4238082930907,-0.005529918246036868
2014-03-28,bull,222,92.14895455835901,0.007900409905661541
2014-03-31,bull,223,92.70509652389632,0.006017110690685013
2014-04-01,bull,224,91.7933550995636,-0.009883539273131707
2014-04-02,bull,225,92.36361058505372,0.0061931657709764
2014-04-03,bull,226,92.85406698116174,0.0052960122262823385
2014-04-04,bull,227,93.97133391450168,0.011960688936911205
2014-04-07,bull,228,94.60555824079196,0.006726452115506443
2014-04-08,bull,229,95.32676725483684,0.007594415310600886
2014-04-09,bull,230,95.115368742469,-0.0022200822112037784
2014-04-10,bull,231,95.39066369658596,0.002890146230219514
2014-04-11,bull,232,95.98023095027777,0.006161533811056796
2014-04-14,bull,233,97.42836516319463,0.014975149032034183
2014-04-15,bull,234,96.23735834582344,-0.012299769012376213
2014-04-16,bull,235,96.04828813739418,-0.0019665562440100504
2014-04-17,bull,236,96.35125945688658,0.003149400024112741
2014-04-18,bull,237,97.79090737358635,0.014831134618095432
2014-04-21,bull,238,97.84685712449404,0.0005719729273800441
2014-04-22,bull,239,98.10362257875525,0.002620719292028385
2014-04-23,bull,240,97.73206211855424,-0.003794619010533482
2014-04-24,bull,241,97.43839225328767,-0.003009370325463932
2014-04-25,bull,242,96.92415552179327,-0.0052915331403094006
2014-04-28,bull,243,97.09167866183229,0.0017269021611157902
2014-04-29,bull,244,96.78537388358751,-0.003159786360223654
2014-04-30,bull,245,97.4236893807359,0.006573511914858547
2014-05-01,bull,246,97.52809368791677,0.0010710783509504174
2014-05-02,bull,247,98.73015358152118,0.012249930304889271
2014-05-05,bull,248,98.87368389581323,0.0014527080178819221
2014-05-06,bull,249,100.35289599842142,0.014849818592733297
2014-05-07,bull,250,99.86505683640857,-0.0048730907543389785
2014-05-08,bull,251,100.1727150527351,0.0030760036567527025
2014-05-09,bull,252,99.97913159397471,-0.0019343665558502186
2014-05-12,bull,253,98.18014419427304,-0.018157482848890953
2014-05-13,bull,254,98.94849592437666,0.007795474271635339
2014-05-14,bull,255,98.89964260596426,-0.0004938466418553479
2014-05-15,bull,256,99.06419537748712,0.0016624532146641093
2014-05-16,bull,257,98.0939072022064,-0.00984282153382532
2014-05-19,bull,258,97.66856847196735,-0.00434546404342321
2014-05-20,bull,259,97.87736982254577,0.0021355741955656113
2014-05-21,bull,260,98.23545699811592,0.003651852653702836
2014-05-22,bull,261,99.05764046650023,0.008334688222731564
2014-05-23,bull,262,99.77712451032252,0.00723703608001315
2014-05-26,bull,263,98.33186010966422,-0.014590858096746236
2014-05-27,bull,264,98.83690897866701,0.0051230220276411356
2014-05-28,bull,265,97.87037528421189,-0.009827205703788276
2014-05-29,bull,266,97.97480982563904,0.0010665010862273094
2014-05-30,bull,267,98.45448141753425,0.0048839207463769446
2014-06-02,bull,268,98.51694032976351,0.0006341926536206766
2014-06-03,bull,269,98.41014281237541,-0.0010846403262991969
2014-06-04,bull,270,98.38141230329383,-0.0002919892499332823
2014-06-05,bull,271,97.64061645738617,-0.007558327778665032
2014-06-06,bull,272,98.89568536373532,0.01277205234655952
2014-06-09,bull,273,99.00522240497689,0.0011069888830966068
2014-06-10,bull,274,99.06655438635026,0.0006192904847636721
2014-06-11,bull,275,97.13620729138671,-0.019677698375100926
2014-06-12,bull,276,97.67476725726661,0.005529065691847515
2014-06-13,bull,277,98.34030875893632,0.006790743577180667
2014-06-16,bull,278,99.12239316684146,0.007921379478851595
2014-06-17,bull,279,99.7383290209837,0.006194665462526884
2014-06-18,bull,280,104.0048457483362,0.041887445161152656
2014-06-19,bull,281,102.90468119773053,-0.010634357295362102
2014-06-20,bull,282,101.09778804008815,-0.01771488763835842
2014-06-23,bull,283,102.40407345405362,0.012838244782754011
2014-06-24,bull,284,101.97950103172037,-0.004154668829166001
2014-06-25,bull,285,101.89508867210071,-0.0008280812686454348
2014-06-26,bull,286,100.16854832793356,-0.017089491106602014
2014-06-27,bull,287,100.49572356880851,0.0032609246051030186
2014-06-30,bull,288,101.52586355139279,0.010198404297014902
2014-07-01,bull,289,101.57105153637096,0.00044498938552854487
2014-07-02,bull,290,101.88656200356789,0.0031014884586657017
2014-07-03,bull,291,102.90684272446298,0.00996408222821518
2014-07-04,bull,292,103.3420027538595,0.0042197635008015474
2014-07-07,bull,293,101.91075045680584,-0.01394646817914114
2014-07-08,bull,294,100.45186276363012,-0.014418799454268206
2014-07-09,bull,295,100.87684057888168,0.0042217372823288085
2014-07-10,bull,296,100.20284867774927,-0.006703754394489307
2014-07-11,bull,297,102.00401479925105,0.017815555122327954
2014-07-14,bull,298,101.62316662739545,-0.0037406461482198915
2014-07-15,bull,299,97.8273238392476,-0.038067604258935406
2014-07-16,bull,300,94.98777610767323,-0.02945571210876206
2014-07-17,bull,301,95.0208671830991,0.00034831126823834453
2014-07-18,bull,302,95.95364581245589,0.009768696696080926
2014-07-21,bull,303,96.73203275425954,0.008079387962692771
2014-07-22,bull,304,97.34826151661092,0.006350266888209039
2014-07-23,bull,305,96.4789559327385,-0.008969962258286772
2014-07-24,bull,306,95.90803872929486,-0.005935108871055097
2014-07-25,bull,307,96.28030872661722,0.003874017002966952
2014-07-28,bull,308,95.84494049039375,-0.004532137063842286
2014-07-29,bull,309,96.72080894135061,0.009096887620167346
2014-07-30,bull,310,95.24633029901364,-0.015362083795732614
2014-07-31,bull,311,95.79734220262654,0.005768455184202732
2014-08-01,bull,312,96.17058751784938,0.0038886264606732166
2014-08-04,bull,313,96.85868325684088,0.007129474725283835
2014-08-05,bull,314,96.63088182322363,-0.0023546648500214927
2014-08-06,bull,315,97.44319917785651,0.008371257967395187
2014-08-07,bull,316,97.37339430830288,-0.0007166214262537346
2014-08-08,bull,317,97.8691018715624,0.005077876365060806
2014-08-11,bull,318,99.28623377984304,0.014376038164267255
2014-08-12,bull,319,98.83572720819217,-0.004547778003636725
2014-08-13,bull,320,100.08601846010663,0.012570850035282521
2014-08-14,bull,321,102.92730954974697,0.02799300571407805
2014-08-15,bull,322,103.65945589796151,0.007088057281035657
2014-08-18,bull,323,102.57426833737917,-0.010523958487382383
2014-08-19,bull,324,103.30313356093441,0.00708060488395682
2014-08-20,bull,325,102.45844940991509,-0.008210365451494443
2014-08-21,bull,326,103.92766265063646,0.014237760914462895
2014-08-22,bull,327,102.55017128430701,-0.013342950928411054
2014-08-25,bull,328,101.15830872696793,-0.013665451898973394
2014-08-26,bull,329,100.49267082930152,-0.0066019051014787585
2014-08-27,bull,330,105.22465344956528,0.046012823460019905
2014-08-28,bull,331,104.48665258236869,-0.00703828446558183
2014-08-29,bull,332,104.8430734258704,0.0034053566565356956
2014-09-01,bull,333,104.74941018956092,-0.000893765281357286
2014-09-02,bull,334,106.19982414033637,0.013751524739619412
2014-09-03,bull,335,106.2256912003287,0.0002435400481783286
2014-09-04,bull,336,107.06931640478132,0.007910448660643363
2014-09-05,bull,337,107.04618628394378,-0.0002160527438420188
2014-09-08,bull,338,106.38288781922446,-0.006215653635887144
2014-09-09,bull,339,106.66233982896946,0.0026234069929818578
2014-09-10,bull,340,107.011690185095,0.0032699403609180223
2014-09-11,bull,341,106.4589104553862,-0.005178989177912854
2014-09-12,bull,342,105.82901197506051,-0.005934396283223701
2014-09-15,bull,343,106.27118734928925,0.004169501171890303
2014-09-16,bull,344,106.22952292582661,-0.0003921344445631515
2014-09-17,bull,345,105.27994686391847,-0.008979100961755361
2014-09-18,bull,346,105.81116806214963,0.0050331092318410256
2014-09-19,bull,347,105.48034257427783,-0.0031314628516450225
2014-09-22,bull,348,107.25682051436665,0.016701541080573444
2014-09-23,bull,349,107.02176628709618,-0.0021939133075352165
2014-09-24,bull,350,107.90459205464833,0.008215192770887118
2014-09-25,bull,351,106.92321997981257,-0.009136423185981422
2014-09-26,bull,352,105.55618193183038,-0.012867665271213666
2014-09-29,bull,353,106.08120930880176,0.004961585010638652
2014-09-30,bull,354,107.04990665286884,0.009090216697267334
2014-10-01,bull,355,106.81506494907865,-0.0021961688856383483
2014-10-02,bull,356,106.93683662233823,0.0011393740643967235
2014-10-03,bull,357,107.42629273111581,0.0045666151716076
2014-10-06,bull,358,109.11134925152352,0.015563950175412277
2014-10-07,bull,359,108.17871028491707,-0.008584329129684739
2014-10-08,bull,360,108.10694943180204,-0.0006635747912482401
2014-10-09,bull,361,109.37164400349944,0.011630651165920361
2014-10-10,bull,362,108.88556777632854,-0.004454166960502909
