date,regime,regime_age_true,price,log_return,realized_vol,z
2013-02-22,sideways,39,93.58509253350574,0.011591656217443319,0.007173633588322096,1.6158695694066796
2013-02-25,sideways,40,93.68897362876784,0.001109401937442591,0.007217802182375792,0.15370356646119987
2013-02-26,sideways,41,94.15361706975632,0.0049471675930217,0.007277681262714271,0.6797725009430563
2013-02-27,sideways,42,93.21614896245902,-0.010006693714068706,0.007482686262891479,-1.3373130133351192
2013-02-28,sideways,43,92.79349465199768,-0.004544442208852496,0.00707358590343579,-0.6424523955586889
2013-03-01,sideways,44,92.54182113975564,-0.0027158738296753633,0.006961449630458253,-0.3901305006636362
2013-03-04,sideways,45,92.69074817455622,0.0016080008763199982,0.007020480943721259,0.22904426195446165
2013-03-05,sideways,46,94.2756337341288,0.016954101659445234,0.008232788667582595,2.0593388636591214
2013-03-06,sideways,47,93.05867792784468,-0.012992525656740606,0.008634954967375433,-1.5046431285199444
2013-03-07,sideways,48,92.73740823758604,-0.0034583076219207158,0.008536368656524608,-0.40512632022721107
2013-03-08,sideways,49,93.3639367822598,0.0067332228216311464,0.008702162705776019,0.7737413157262621
2013-03-11,sideways,50,92.05718937195064,-0.014095147321984398,0.00910381745169032,-1.5482677895048664
2013-03-12,sideways,51,92.03730401099168,-0.0002160342840341567,0.008100630029399201,-0.026668824924742218
2013-03-13,sideways,52,92.76092009655078,0.007831458201894957,0.008303814471548454,0.9431157486391414
2013-03-14,sideways,53,91.9842601960544,-0.008407953860269832,0.00846844397304365,-0.9928569979365315
2013-03-15,sideways,54,91.59759830414563,-0.004212425637572303,0.008257279271050227,-0.5101469260390575
2013-03-18,sideways,55,92.10003369262311,0.005470257138426861,0.008315460403985276,0.657841763735076
2013-03-19,sideways,56,92.06824736276069,-0.0003451878900741873,0.008057155568218063,-0.04284240103738369
2013-03-20,sideways,57,91.80537273132828,-0.0028592987987524888,0.007933306900591982,-0.36041701582717395
2013-03-21,sideways,58,91.90727574468497,0.0011093740649118875,0.007914642234439394,0.14016730409930728
2013-03-22,sideways,59,92.65321608936736,0.008083467908683056,0.007671787698048282,1.0536615749598373
2013-03-25,sideways,60,93.24887129760135,0.0064082900310106295,0.007820366563767384,0.8194360173218657
2013-03-26,sideways,61,93.43417033546442,0.001985173340824722,0.007744735516479336,0.2563255177146654
2013-03-27,sideways,62,94.06259234694755,0.00670330895995706,0.007550860324008776,0.8877543316015482
2013-03-28,sideways,63,93.906470598602,-0.00166114340093227,0.007477614899123925,-0.22214882998680355
2013-03-29,sideways,64,95.14836302572424,0.013138096147087802,0.007934414201985044,1.655836941787195
2013-04-01,sideways,65,94.898335170047,-0.0026312269805634607,0.007984715560827357,-0.3295329633872167
2013-04-02,sideways,66,95.0392495586095,0.0014837970548853597,0.007073169360304735,0.2097782449848526
2013-04-03,sideways,67,96.08384266976906,0.010931211928570954,0.006701662942594691,1.631119323995531
2013-04-04,sideways,68,95.2123627490979,-0.009111377277343461,0.007037035779825454,-1.2947748970475548
2013-04-05,sideways,69,95.0528875499876,-0.0016763464290533462,0.006947034169770312,-0.24130389862596155
2013-04-08,sideways,70,95.07595923524032,0.00024269526435443192,0.005992829591254692,0.04049760812631749
2013-04-09,sideways,71,95.6115328743773,0.005617306531308032,0.006040870692653686,0.9298835908107168
2013-04-10,sideways,72,95.48443803360816,-0.0013301678617799004,0.005913839302649412,-0.22492458683887173
2013-04-11,sideways,73,95.62987253831687,0.001521963816805644,0.005440848840924614,0.2797291123689815
2013-04-12,sideways,74,95.6832953014654,0.0005584849714248969,0.005258275271407198,0.10621067604842938
2013-04-15,sideways,75,97.34717368465748,0.017239968412636236,0.006216890175564919,2.77308556622036
2013-04-16,sideways,76,96.17803344771492,-0.01208270982349445,0.007027632361794659,-1.719314443535983
2013-04-17,sideways,77,97.19533335694372,0.01052171052462165,0.007158016921995589,1.4699197611966939
2013-04-18,sideways,78,95.73669990422124,-0.015120985564719363,0.008208937466429256,-1.8420149534037964
2013-04-19,sideways,79,95.26759539549938,-0.004911988509826314,0.008219799398154988,-0.5975800955591272
2013-04-22,sideways,80,93.2467213460332,-0.02144082743052247,0.009572697738588178,-2.2397894528825533
2013-04-23,sideways,81,92.02846647159409,-0.013150950719129762,0.009996343748955338,-1.3155760795544966
2013-04-24,sideways,82,94.89822007118288,0.030707002245580674,0.012148587272367454,2.527619183789808
2013-04-25,sideways,83,95.02975698523446,0.0013851243731483206,0.012139921509485393,0.11409664980667865
2013-04-26,sideways,84,94.90818019371687,-0.0012801740392371626,0.011778561231866118,-0.10868679238799867
2013-04-29,sideways,85,94.6596442283212,-0.002622133883278317,0.011778459630275899,-0.22262112072263357
2013-04-30,sideways,86,94.49503512607936,-0.0017404712836820609,0.011777333061234112,-0.14778144378126995
2013-05-01,sideways,87,94.19552263510263,-0.003174644731354826,0.011488996111659787,-0.2763204635549479
2013-05-02,sideways,88,94.28243354147908,0.0009222395477911189,0.011333830364341164,0.0813705091874938
2013-05-03,sideways,89,94.28250275663046,7.341253654790311e-07,0.011330800537561051,6.479024699494457e-05
2013-05-06,sideways,90,94.24839173043652,-0.00036186139846166584,0.011329782750474996,-0.03193895297299456
2013-05-07,sideways,91,94.57068602699282,0.003413792858063427,0.011278405650043484,0.30268399310945737
2013-05-08,sideways,92,94.8251071192564,0.0026866620538358644,0.011299476201297448,0.23776872537926774
2013-05-09,sideways,93,94.9672713614165,0.0014981030311813429,0.011299269802032675,0.13258405697258796
2013-05-10,sideways,94,95.47478626904666,0.005329874245033697,0.01136956074844498,0.46878453468509473
2013-05-13,sideways,95,95.2004890605617,-0.0028771155276993525,0.010619022494416014,-0.2709397714537545
2013-05-14,sideways,96,95.00883095761642,-0.0020152342460395584,0.010305746496867175,-0.19554471349088257
2013-05-15,sideways,97,95.07152673943716,0.000659676621550523,0.009975663031748846,0.06612859911677212
2013-05-16,sideways,98,94.93030272377906,-0.0014865545459641545,0.009417667471596863,-0.15784742352047537
2013-05-17,sideways,99,94.42871449517838,-0.005297760931688074,0.009427735217003488,-0.5619335725650465
2013-05-20,sideways,100,96.51056107252242,0.021807237649970928,0.009317045069044082,2.34057445127378
2013-05-21,sideways,101,96.29527872638737,-0.002233152645446912,0.008699236813218497,-0.2567067311069903
2013-05-22,sideways,102,96.14981600075023,-0.0015117325130678866,0.005578814913291856,-0.27097735568643705
2013-05-23,bull,1,96.9459943798414,0.00824650612063422,0.00583132424489936,1.414173826442152
2013-05-24,bull,2,96.58943251482896,-0.00368472350679241,0.005905092341414702,-0.6239908360026846
2013-05-27,bull,3,97.3219358140516,0.007555067964794463,0.00602488825862649,1.25397644578338
2013-05-28,bull,4,97.74351269331942,0.004322421411531785,0.006011769230224811,0.7189932357683243
2013-05-29,bull,5,96.50197215321792,-0.012783385397359112,0.006758555169735923,-1.8914376040905496
2013-05-30,bull,6,96.29248528236936,-0.002173163648781846,0.006800790807227661,-0.31954572789862584
2013-05-31,bull,7,95.5252595196702,-0.007999571206706624,0.007094973048567848,-1.1274984629182452
2013-06-03,bull,8,94.35163243450066,-0.012362136534153136,0.007669625045551899,-1.6118306254518557
2013-06-04,bull,9,94.04735928856186,-0.003230095954434226,0.0076603547881994695,-0.42166401475426246
2013-06-05,bull,10,92.49436384214592,-0.01665076638722279,0.008446557213548287,-1.9713080686311983
2013-06-06,bull,11,92.74972675055848,0.0027570441718581255,0.008472721070191579,0.3254024473386547
2013-06-07,bull,12,92.42809114278964,-0.003473806256797595,0.008344353975336971,-0.41630619543046316
2013-06-10,bull,13,93.49621449999589,0.011489999703191223,0.008834598746986591,1.3005683712698743
2013-06-11,bull,14,93.2081257657371,-0.003086044625285762,0.008844931376963539,-0.34890543450945344
2013-06-12,bull,15,93.43144179239246,0.0023930202598110555,0.008870059934679429,0.26978625594794714
2013-06-13,bull,16,92.78350076406254,-0.006959093984187618,0.008973879989936363,-0.7754832906158541
2013-06-14,bull,17,93.05750061616445,0.0029487577940988355,0.008962412054410458,0.3290138610227962
2013-06-17,bull,18,93.05061848298313,-7.395844112308967e-05,0.007235422036091441,-0.01022171764883557
2013-06-18,bull,19,92.51277016650108,-0.0057969390036761445,0.007289671315844041,-0.7952263898478584
2013-06-19,bull,20,92.574225526525,0.0006640700180176603,0.007313595142972261,0.09079939551422596
2013-06-20,bull,21,93.17477324419492,0.006466250845725549,0.007193517836384388,0.8988996750685228
2013-06-21,bull,22,92.8373709915822,-0.0036277483282861327,0.007192820058206481,-0.5043568863017972
2013-06-24,bull,23,92.55253098235262,-0.0030728775443755563,0.006834911957961709,-0.4495855342797923
2013-06-25,bull,24,90.59486193455815,-0.021378885933013955,0.007826426207239135,-2.7316281233494966
2013-06-26,bull,25,90.13122573784374,-0.005130827760422835,0.007546030774756294,-0.6799372959870469
2013-06-27,bull,26,90.38909362574051,0.0028569422456325828,0.00767236122665692,0.3723680573988614
2013-06-28,bull,27,90.88555856063172,0.005477502454871527,0.007815742144186988,0.700829473877341
2013-07-01,bull,28,91.47479716507956,0.006462376680122062,0.007696817330724261,0.8396167405877567
2013-07-02,bull,29,90.9603269657291,-0.0056400494760252195,0.007743257669796414,-0.7283819958652503
2013-07-03,bull,30,91.73255301600668,0.00845386694283493,0.007202694158795638,1.1737089978354018
2013-07-04,bull,31,91.57644159466236,-0.001703260218267667,0.007168327620245158,-0.23760914797717006
2013-07-05,bull,32,89.10745248897042,-0.027331077939926778,0.009325696049913021,-2.9307279364076733
2013-07-08,bull,33,86.96517649447107,-0.024335204483899597,0.010045517928599845,-2.4224937585962243
2013-07-09,bull,34,86.8244420845127,-0.0016195954841531583,0.010054972840671427,-0.16107407845022173
2013-07-10,bull,35,87.86484663045599,0.011911627269336068,0.010563364265269895,1.1276357579089624
2013-07-11,bull,36,87.86954949801519,5.352244823920181e-05,0.010543895342668608,0.005076155111537322
2013-07-12,bull,37,87.16461524530773,-0.008054862490750719,0.01051954508353055,-0.7657044507905052
2013-07-15,bull,38,86.48833132750737,-0.007788953198875491,0.010537579838719948,-0.7391595905404456
2013-07-16,bull,39,88.74382159668343,0.02574430322981905,0.012396662211972592,2.0767124883789623
2013-07-17,bull,40,88.13990682391962,-0.006828407844218226,0.012422567273493394,-0.5496776707974297
2013-07-18,bull,41,87.18941362675734,-0.010842482093921569,0.012371210734014933,-0.8764285345257203
2013-07-19,bull,42,86.65616525361962,-0.006134755326895257,0.01238718695191811,-0.4952500798371589
2013-07-22,bull,43,87.03846935756404,0.004402032591898455,0.012511153263114014,0.35184866649158075
2013-07-23,bull,44,87.26801622149722,0.00263383196407366,0.011793398940557826,0.22333103266911788
2013-07-24,bull,45,86.54831114536825,-0.008281261031097522,0.011860087152204372,-0.6982462206914161
2013-07-25,bull,46,87.31200711820807,0.008785223589932884,0.012060985186776299,0.7284001641561612
2013-07-26,bull,47,87.51097469916225,0.0022762186617903716,0.011981252442052136,0.18998169622077535
2013-07-29,bull,48,87.61142839757522,0.0011472399607860948,0.011844359687706849,0.0968596016192251
2013-07-30,bull,49,87.11266102711707,-0.00570921533352813,0.01184544004971243,-0.4819757906475354
2013-07-31,bull,50,87.47705960007114,0.00417434773121127,0.011681112844830891,0.35735873684830427
2013-08-01,bull,51,85.2219464356867,-0.02611759505156387,0.012826728609063054,-2.036185207279572
2013-08-02,bull,52,85.1526322993487,-0.0008136676337137164,0.01155123614579755,-0.07043987530371253
2013-08-05,bull,53,84.59714475525327,-0.006544804200237698,0.010389168656507984,-0.6299641883412781
2013-08-06,bull,54,84.45982394749437,-0.0016245510494321744,0.010389174721522107,-0.15636959556246285
2013-08-07,bull,55,84.33811607343435,-0.0014420542707583063,0.009907913448899847,-0.1455457072970726
2013-08-08,bull,56,84.39095786449273,0.0006263507711228161,0.009915134406015212,0.06317118311001695
2013-08-09,bull,57,85.42373414677374,0.01216371803649974,0.010291009433388214,1.181975210034858
2013-08-12,bull,58,85.43217490257216,9.88055473440484e-05,0.010167898155735438,0.009717401357754044
2013-08-13,bull,59,85.90654035807678,0.005537180161535597,0.008230187692327216,0.6727890503272194
2013-08-14,bull,60,86.31370793024954,0.004728460617747696,0.008251282625341139,0.5730576484225328
2013-08-15,bull,61,86.65724941221096,0.003972249896298558,0.007986346047863135,0.49738013761141636
2013-08-16,bull,62,86.54248961256802,-0.0013251730872470809,0.007873210878568855,-0.1683141868909223
2013-08-19,bull,63,86.00229412784373,-0.006261530924970416,0.007915690862800653,-0.791027723732382
2013-08-20,bull,64,86.79746707860836,0.009203468315632068,0.008188508545323986,1.123949283888538
2013-08-21,bull,65,86.28771318747576,-0.005890225427314575,0.008082157493502816,-0.7287936955014402
2013-08-22,bull,66,85.99426733107445,-0.003406579600482169,0.007828491315751146,-0.4351514823332607
2013-08-23,bull,67,85.84025388739963,-0.001792579090908889,0.007798235617007096,-0.22986982940082892
2013-08-26,bull,68,86.39817137520676,0.006478454947427032,0.007963557637900857,0.8135126587888565
2013-08-27,bull,69,86.0757195560019,-0.003739142117708285,0.007910306383807492,-0.47269245163023793
2013-08-28,bull,70,85.15937816229393,-0.010702830823688657,0.008134169833084627,-1.3157864961408048
2013-08-29,bull,71,85.1208693501476,-0.00045229923453111835,0.0056716592728038055,-0.079747250808937
2013-08-30,bull,72,86.16444923887454,0.012185432006278842,0.006291611771094269,1.936774303567604
2013-09-02,bull,73,87.50167153289152,0.015400225636574491,0.006868824412708831,2.242046777041017
2013-09-03,bull,74,87.27233535431856,-0.002624375492488776,0.0068977783265570395,-0.3804667775977527
2013-09-04,bull,75,87.88953671515984,0.007047240451556424,0.006959202115521809,1.0126506364627998
2013-09-05,bull,76,85.62214286923417,-0.026136833298100758,0.009396240657991897,-2.7816266365921867
2013-09-06,bull,77,85.13256094631916,-0.005734345860347755,0.009096934248906167,-0.6303602624188763
2013-09-09,bull,78,84.99411293380695,-0.0016275877252811147,0.009102431254641429,-0.1788080216976305
2013-09-10,bull,79,84.47587001647335,-0.00611606284215993,0.009084967655763752,-0.6732068922974902
2013-09-11,bull,80,84.75350693171829,0.0032811934824036387,0.00904395327296768,0.3628052228234201
2013-09-12,bull,81,86.296888882501,0.018046422280875128,0.009946520994368171,1.814345165620543
2013-09-13,bull,82,85.54528551695552,-0.008747656516612096,0.010127217162291974,-0.863776926714223
2013-09-16,bull,83,84.95056325236389,-0.006976412399401838,0.010149564443282792,-0.6873607668966508
2013-09-17,bull,84,85.04968850197297,0.0011661778123278309,0.009896294549446256,0.11783984465105518
2013-09-18,bull,85,85.65583251275972,0.007101663199696565,0.009985577745894019,0.7111920191715202
2013-09-19,bull,86,86.07542249856749,0.0048865981993010685,0.0100248483692698,0.4874485896744794
2013-09-20,bull,87,86.08241419383295,8.122424635010437e-05,0.010015501300569914,0.008109853307640472
2013-09-23,bull,88,86.38222126986557,0.003476740344189773,0.009937720534259873,0.3498528995863646
2013-09-24,bull,89,87.42001988588677,0.011942434613939021,0.010241921062737573,1.1660346277602451
2013-09-25,bull,90,84.74997991010233,-0.031018807698805946,0.012250680873734708,-2.5320068344372473
2013-09-26,bull,91,84.19888578609476,-0.0065238209951093105,0.012331156663779942,-0.5290518296853367
2013-09-27,bull,92,83.12629213097861,-0.01282064492845198,0.012239876726206697,-1.047448860412279
2013-09-30,bull,93,85.00909457508101,0.02239720247968252,0.012842392167969032,1.7440054926483795
2013-10-01,bull,94,87.70318566705632,0.031199977546555714,0.01476252688966553,2.1134577961986425
2013-10-02,bull,95,87.38327669201415,-0.003654301157666529,0.01469684205835924,-0.24864533095992844
2013-10-03,bull,96,87.81668350293135,0.004947577551172427,0.013406470485161396,0.369044004284985
2013-10-04,bull,97,87.58120171180065,-0.0026851171247001945,0.013339851160671583,-0.20128538859687056
2013-10-07,bull,98,87.24433803446485,-0.0038537171940129494,0.013375838101571922,-0.28811033482530435
2013-10-08,bull,99,87.9687518104953,0.008268992966121711,0.013342418044094383,0.6197522022465584
2013-10-09,bull,100,87.3235650293446,-0.007361300326995178,0.01350099505335263,-0.5452413172440342
2013-10-10,bull,101,87.81620184974349,0.005625656907336813,0.012974927665829496,0.4335790574118134
2013-10-11,bull,102,88.3520306678248,0.006083167921729958,0.01281904120789429,0.47454156852103646
2013-10-14,bull,103,89.66370472939626,0.014736874773218812,0.012971756159764822,1.1360739896521452
2013-10-15,bull,104,89.96972131229118,0.0034071262311378718,0.01296748928872371,0.26274370892294824
2013-10-16,bull,105,89.56215537629355,-0.004540326137778653,0.013025957093181419,-0.34855988740783866
2013-10-17,bull,106,87.11184576584178,-0.02773998120875714,0.014621070995171102,-1.8972605507434317
2013-10-18,bull,107,89.32662616816694,0.025106732301925196,0.0156117589001834,1.6081936995344102
2013-10-21,bull,108,89.12528234095764,-0.0022565621665751306,0.015632934468234813,-0.14434667855611688
2013-10-22,bull,109,88.49478015575981,-0.007099477666855944,0.015547148179997576,-0.4566417959526421
2013-10-23,bull,110,87.6691133543546,-0.009373916878329764,0.013895082238799232,-0.6746211873546873
2013-10-24,bull,111,87.86324530355671,0.0022119229734882035,0.01375983237268529,0.16075217441450104
2013-10-25,bull,112,88.87026626136335,0.01139604874417175,0.013436678960918158,0.8481298673071096
2013-10-28,bull,113,88.75275677009252,-0.0013231337515690813,0.01269234529062022,-0.10424659283000215
2013-10-29,bull,114,90.723673455155,0.021963841318867496,0.011709932007607993,1.8756591673288532
2013-10-30,bull,115,91.11388696311316,0.004291897736096972,0.011653621743075373,0.36828874582678417
2013-10-31,bull,116,92.205502507077,0.011909579775606574,0.01184585565488064,1.0053794443037705
2013-11-01,bull,117,92.24184735082883,0.00039409451261009993,0.011795664262558464,0.03341011611029198
2013-11-04,bull,118,92.16699022446448,-0.0008118605535423236,0.011727588428702237,-0.06922655569625606
2013-11-05,bull,119,92.67024479190648,0.005445394278400919,0.011674457663101726,0.4664365947903194
2013-11-06,bull,120,93.28105221864274,0.006569565616201381,0.01146229776946431,0.5731456073059608
2013-11-07,bull,121,92.55184226614683,-0.00784805830320351,0.01171164532008282,-0.6701072384548624
2013-11-08,bull,122,94.22321963595076,0.01789769970619819,0.012183639307415709,1.4689945470812285
2013-11-11,bull,123,94.1783079395084,-0.0004767657446417435,0.01189812027193081,-0.040070677867200165
2013-11-12,bull,124,95.42728733339844,0.013174689889731792,0.012137266944979555,1.0854741804275265
2013-11-13,bull,125,95.02073707493616,-0.0042694155244915035,0.01212862203464853,-0.35201158979930447
2013-11-14,bull,126,95.48224397605604,0.004845150468668454,0.00974156651332262,0.4973687201172624
2013-11-15,bull,127,95.23543514154112,-0.002588212833070163,0.008569095570366968,-0.3020403742514595
2013-11-18,bull,128,97.51847846562896,0.023689792356275212,0.009601039589675278,2.4674195054617454
2013-11-19,bull,129,95.65300919151258,-0.019314726935186117,0.010703050628231538,-1.804600165511642
2013-11-20,bull,130,94.93203008217638,-0.007565993127334317,0.010592197694020474,-0.7142987079636443
2013-11-21,bull,131,94.70086073675094,-0.0024380734685518273,0.01068367886460732,-0.2282054243158346
2013-11-22,bull,132,95.9685044357536,0.013296969604015245,0.010763466222830255,1.2353798793748436
2013-11-25,bull,133,96.50940704679412,0.005620427100061442,0.010699886253975006,0.5252791447173987
2013-11-26,bull,134,96.55854137560657,0.0005089848447105962,0.009867166711896521,0.05158368755409085
2013-11-27,bull,135,96.60604045190904,0.0004917990328293965,0.009879922464778947,0.049777620683018185
2013-11-28,bull,136,95.65663550697396,-0.00987620355557424,0.01003711332960769,-0.9839685207539905
2013-11-29,bull,137,94.87626102742642,-0.008191539176870481,0.01028268272413844,-0.7966344383689841
2013-12-02,bull,138,91.63998983915008,-0.03470578038174072,0.01308026617929671,-2.653293129208075
2013-12-03,bull,139,92.7163951074506,0.011677572226717762,0.013296455781565783,0.8782469869081622
2013-12-04,bull,140,91.41741464124485,-0.01410932644303996,0.013562102046572998,-1.0403495265400424
2013-12-05,bull,141,91.5094951540898,0.0010067465822850943,0.013471319746257825,0.07473258754508864
2013-12-06,bull,142,91.76565262745548,0.0027953341548512447,0.012787801701991688,0.21859379899641967
2013-12-09,bull,143,93.05265212890988,0.01392741164526931,0.01323565605049194,1.0522645490437672
2013-12-10,bull,144,93.65298765482775,0.006430845855080407,0.012949028657515042,0.4966276641412967
2013-12-11,bull,145,92.31696446484436,-0.01436840908945907,0.013278473431064284,-1.082082903885995
2013-12-12,bull,146,93.5502636630868,0.013270949495910447,0.013617819475990441,0.9745282289362434
2013-12-13,bull,147,92.91604914248228,-0.006802483051069637,0.013675809401223562,-0.4974099047081649
2013-12-16,bull,148,92.41647956089017,-0.005391075112731629,0.012370166058451607,-0.4358126711684935
2013-12-17,bull,149,93.01055823966392,0.006407703196814817,0.011877755607732781,0.5394708738276452
2013-12-18,bull,150,93.86072861214556,0.009099056922702381,0.012006332937360103,0.7578547896492899
2013-12-19,bull,151,94.36330401522504,0.005340195833880383,0.012068368015579018,0.4424952758307288
2013-12-20,bull,152,94.5003677767168,0.0014514573846235834,0.011655846341878051,0.12452612552111912
2013-12-23,bull,153,95.3666114625758,0.009124806217063349,0.011782631388717862,0.7744285564089325
2013-12-24,bull,154,95.55973498107032,0.002023016602543362,0.011794958936535586,0.17151535782604108
2013-12-25,bull,155,95.86463355591906,0.003185580132973721,0.011822468070152225,0.2694513627840742
2013-12-26,bull,156,96.0036209182472,0.001448779393129007,0.011613322665420877,0.12475149747133131
2013-12-27,bull,157,96.02306718267492,0.00020253710238430354,0.011445277863160632,0.01769612802815541
2013-12-30,bull,158,96.08912645797156,0.0006877156170918622,0.00787973786388282,0.0872764588076009
2013-12-31,bull,159,95.899612341373,-0.0019742218146455866,0.007618016675130143,-0.25915167934597094
2014-01-01,bull,160,94.98071253938042,-0.00962809447303906,0.007182380843135731,-1.3405157263751504
2014-01-02,bull,161,95.71357240486748,0.007686265728735441,0.007292528957986044,1.053991800789247
2014-01-03,bull,162,96.34745750345472,0.0066008955644520995,0.007356983170821991,0.8972285801375003
2014-01-06,bull,163,96.44821871212972,0.0010452642904339267,0.006844001302938686,0.15272707355930948
2014-01-07,bull,164,96.75095348661829,0.003133916349819322,0.006765645973531803,0.46321021851862504
2014-01-08,bull,165,97.74085125195448,0.010179414134782377,0.005879745659236676,1.731267766453676
2014-01-09,bull,166,97.55818825987978,-0.0018705985016092825,0.00542518554781856,-0.3447989907665814
2014-01-10,bull,167,97.18593155195028,-0.0038230387822352904,0.005204346937678985,-0.7345856892354441
2014-01-13,bull,168,96.78654425131444,-0.004117984919003734,0.005112999143887561,-0.8053951903994866
2014-01-14,bull,169,97.02456117880566,0.00245617552845587,0.0050218625470220555,0.48909652652926
2014-01-15,bull,170,96.82842097452138,-0.0020235981828864136,0.004819226238410347,-0.41990105522705456
2014-01-16,bull,171,97.29292972300892,0.004785765536795485,0.004797862666707711,0.997478641896908
2014-01-17,bull,172,95.86939183441548,-0.01473955841421895,0.00602151029599135,-2.447817522462993
2014-01-20,bull,173,95.86174610404017,-7.975470715481292e-05,0.005687753085220214,-0.014022181687538049
2014-01-21,bull,174,96.1201428921559,0.002691888755768347,0.0057006236665264045,0.4722095183330374
2014-01-22,bull,175,95.77636367803484,-0.003582968632856001,0.005720701008845664,-0.6263163600607368
2014-01-23,bull,176,95.66308948831316,-0.0011833945518279344,0.005714775625724746,-0.20707629298706834
2014-01-24,bull,177,95.5644004711343,-0.0010321635865367248,0.00571712077571803,-0.1805390557639728
2014-01-27,bull,178,97.07335401856804,0.015666549005722848,0.006735395270979831,2.3260029108052267
2014-01-28,bull,179,97.2626595053372,0.0019482291852524298,0.0067163466288687555,0.2900727572454927
2014-01-29,bull,180,96.896657767537,-0.0037701221498355223,0.006360268430429164,-0.5927614834302096
2014-01-30,bull,181,96.656868727045,-0.002477755559532255,0.006201872605593193,-0.39951732599242323
2014-01-31,bull,182,96.93825167025068,0.002906923901527372,0.006063784222032521,0.47939105269695753
2014-02-03,bull,183,97.49788654664664,0.005756506243431806,0.0061843394247314215,0.9308199062314249
2014-02-04,bull,184,97.51032134654992,0.00012753104143124088,0.006154468569396685,0.020721698387638786
2014-02-05,bull,185,98.73753465694222,0.012506932125637783,0.006367617632706196,1.964146223447531
2014-02-06,bull,186,98.30950125926007,-0.004344486268843618,0.0064398588030668506,-0.6746244602093832
2014-02-07,bull,187,97.71382110182844,-0.006077664472355926,0.006536382934273132,-0.9298207484889015
2014-02-10,bull,188,94.13408952702947,-0.03732276361222096,0.01063918266326271,-3.5080480139792263
2014-02-11,bull,189,94.0113160292332,-0.0013050918236307768,0.01060080272338445,-0.12311254701041248
2014-02-12,bull,190,94.19971923001675,0.0020020426905727616,0.010630063569096352,0.18833779097926437
2014-02-13,bull,191,92.85842768447766,-0.014341150664093182,0.010903394429407373,-1.3152922933260023
